title,date,category,link
East Bay Doctor Sentenced To Prison For Distributing Opioids Outside The Scope Of Medical Practice,2024-03-18,Criminal and Civil Actions,/fraud/enforcement/east-bay-doctor-sentenced-to-prison-for-distributing-opioids-outside-the-scope-of-medical-practice/
"Adams Medical Equipment Inc. Executives Plead Guilty in Scheme to Defraud Maryland and Washington, D.C., Medicaid Programs",2024-03-15,State Enforcement Agencies,/fraud/enforcement/adams-medical-equipment-inc-executives-plead-guilty-in-scheme-to-defraud-maryland-and-washington-dc-medicaid-programs/
Attorney General Ford Announces Sentencing Of Unlicensed Group Homeowner After Death Of Vulnerable Person,2024-03-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-unlicensed-group-homeowner-after-death-of-vulnerable-person/
"AG Moody’s Medicaid Fraud Control Unit Secures Nearly $150,000 From Medical Equipment Supplier Lincare Inc.",2024-03-13,State Enforcement Agencies,/fraud/enforcement/ag-moodys-medicaid-fraud-control-unit-secures-nearly-150000-from-medical-equipment-supplier-lincare-inc/
Verdict: Jury Convicts Philadelphia Care Worker Of Medicaid Fraud For Claiming Hundreds Of Home-Care Hours When Patient Was Hospitalized,2024-03-08,State Enforcement Agencies,/fraud/enforcement/verdict-jury-convicts-philadelphia-care-worker-of-medicaid-fraud-for-claiming-hundreds-of-home-care-hours-when-patient-was-hospitalized/
AG Campbell Announces Indictments Of Falmouth Dentist And Dental Practice For MassHealth Fraud,2024-03-05,State Enforcement Agencies,/fraud/enforcement/ag-campbell-announces-indictments-of-falmouth-dentist-and-dental-practice-for-masshealth-fraud/
Attorney General Alan Wilson Announces Arrest Of Seneca Woman For Exploitation Of A Vulnerable Adult And Fraud,2024-03-05,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-seneca-woman-for-exploitation-of-a-vulnerable-adult-and-fraud/
Attorney General James Secures $8.6 Million And Significant Reforms To Long Island Nursing Home After Repeated Financial Fraud And Resident Mistreatment,2024-03-04,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-secures-86-million-and-significant-reforms-to-long-island-nursing-home-after-repeated-financial-fraud-and-resident-mistreatment/
Attorney General Coleman Secures Guilty Verdict in Medicaid Fraud Case,2024-03-03,State Enforcement Agencies,/fraud/enforcement/attorney-general-coleman-secures-guilty-verdict-in-medicaid-fraud-case/
"United States Reaches Settlement Of Law Enforcement, Tax, And Healthcare Cost Claims In Endo International Bankruptcy Case",2024-02-29,Criminal and Civil Actions,/fraud/enforcement/united-states-reaches-settlement-of-law-enforcement-tax-and-healthcare-cost-claims-in-endo-international-bankruptcy-case/
Doctor Pleads Guilty to Conspiring to Accept Kickbacks in Connection with Fraudulent Telemarketing Scheme Victimizing Medicare and TRICARE Patients in Eastern Washington,2024-02-28,State Enforcement Agencies,/fraud/enforcement/doctor-pleads-guilty-to-conspiring-to-accept-kickbacks-in-connection-with-fraudulent-telemarketing-scheme-victimizing-medicare-and-tricare-patients-in-eastern-washington/
Rockford Skilled Therapy Provider To Pay $1.5 Million To Settle Federal Health Care Fraud Suit,2024-02-28,State Enforcement Agencies,/fraud/enforcement/rockford-skilled-therapy-provider-to-pay-15-million-to-settle-federal-health-care-fraud-suit/
Georgia Laboratory Owner Pleads Guilty to Felony Charge and Pays $14.3 Million to Resolve Liability Relating to Kickbacks and Unnecessary Testing,2024-02-28,State Enforcement Agencies,/fraud/enforcement/georgia-laboratory-owner-pleads-guilty-to-felony-charge-and-pays-143-million-to-resolve-liability-relating-to-kickbacks-and-unnecessary-testing/
Lincoln Woman Charged for Theft by Unlawful Taking Relating to Medicaid Fraud,2024-02-27,State Enforcement Agencies,/fraud/enforcement/lincoln-woman-charged-for-theft-by-unlawful-taking-relating-to-medicaid-fraud/
AG’s Office Announces Additional Indictments of Springfield Medicaid Consultant For Stealing From Elderly Nursing Home Victims,2024-02-20,State Enforcement Agencies,/fraud/enforcement/ags-office-announces-additional-indictments-of-springfield-medicaid-consultant-for-stealing-from-elderly-nursing-home-victims/
Attorney General Coleman Announces Medicaid Fraud Indictment,2024-02-19,State Enforcement Agencies,/fraud/enforcement/attorney-general-coleman-announces-medicaid-fraud-indictment/
Attorney General Alan Wilson announces arrest of Columbia man for Neglect of Vulnerable Adults,2024-02-16,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-columbia-man-for-neglect-of-vulnerable-adults/
Attorney General Ford Announces Sentencing Of Operator Of Behavioral Health Company,2024-02-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-operator-of-behavioral-health-company/
Attorney General Ford Announces Sentencing Of Healthcare Company Owner And Operator,2024-02-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-healthcare-company-owner-and-operator/
AG Platkin Announces Over $6M Seized Under Judgment by Consent After Death of CEO in Medicaid Fraud Scheme,2024-02-12,State Enforcement Agencies,/fraud/enforcement/ag-platkin-announces-over-6m-seized-under-judgment-by-consent-after-death-of-ceo-in-medicaid-fraud-scheme/
Former Maryland Dentist Sentenced After Pleading Guilty To Stealing More Than $8 Million Dollars From Medicaid,2024-02-09,State Enforcement Agencies,/fraud/enforcement/former-maryland-dentist-sentenced-after-pleading-guilty-to-stealing-more-than-8-million-dollars-from-medicaid/
Attorney General Raoul Obtains Conviction Of Physician Who Defrauded State Out Of More Than $1 Million Of Medicaid Funding,2024-02-06,State Enforcement Agencies,/fraud/enforcement/attorney-general-raoul-obtains-conviction-of-physician-who-defrauded-state-out-of-more-than-1-million-of-medicaid-funding/
AG Campbell Reaches $1.6M Settlement with North Dartmouth Ambulance Companies to Resolve False Billing Allegations,2024-02-06,State Enforcement Agencies,/fraud/enforcement/ag-campbell-reaches-16m-settlement-with-north-dartmouth-ambulance-companies-to-resolve-false-billing-allegations/
Attorney General Bonta Announces $2.1 Million Settlement Against Pomona Hospital for Medi-Cal Fraud,2024-02-05,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-announces-21-million-settlement-against-pomona-hospital-for-medi-cal-fraud/
TennCare Fraud Investigation Leads to Indictment of Newport Man,2024-02-05,State Enforcement Agencies,/fraud/enforcement/tenncare-fraud-investigation-leads-to-indictment-of-newport-man/
Memphis Woman Arrested Following TennCare Fraud Investigation,2024-01-26,State Enforcement Agencies,/fraud/enforcement/memphis-woman-arrested-following-tenncare-fraud-investigation/
Attorney General Griffin Announces Medicaid Fraud Conviction,2024-01-25,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-medicaid-fraud-conviction/
AG Campbell Announces Settlements With Three Temporary Nurse Staffing Agencies For Overcharging Long-Term Care Facilities,2024-01-19,State Enforcement Agencies,/fraud/enforcement/ag-campbell-announces-settlements-with-three-temporary-nurse-staffing-agencies-for-overcharging-long-term-care-facilities/
Attorney General Alan Wilson announces two employees charged with stealing from assisted-living home residents in Chester,2024-01-11,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-two-employees-charged-with-stealing-from-assisted-living-home-residents-in-chester/
"Attorney General Josh Stein Reaches $61,000 Medicaid Fraud Settlement with Burlington Provider",2024-01-10,State Enforcement Agencies,/fraud/enforcement/attorney-general-josh-stein-reaches-61000-medicaid-fraud-settlement-with-burlington-provider/
Shelton Man Sentenced on Charge of Cruelty to Persons,2024-01-05,State Enforcement Agencies,/fraud/enforcement/shelton-man-sentenced-on-charge-of-cruelty-to-persons/
"Maury County Caregiver Charged With Financial Exploitation, Theft",2024-01-04,State Enforcement Agencies,/fraud/enforcement/maury-county-caregiver-charged-with-financial-exploitation-theft/
Former Nurse Aide Indicted In Death Of Clarksville Patient Arrested In Georgia,2024-01-03,State Enforcement Agencies,/fraud/enforcement/former-nurse-aide-indicted-in-death-of-clarksville-patient-arrested-in-georgia/
